"","ssp","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"ssp585--CNRM-ESM2-1--2075--2056","ssp585",0.28,0.51,0,114,0,42,79,72.02,0,0.2,0,0.05,19.1391896534658,5056
"ssp585--CNRM-ESM2-1--2075--2057","ssp585",0.36,0.69,0,115,0.1,55,66,81.09,0.3,0.5,0.1,0.4,18.4605532453804,5057
"ssp585--CNRM-ESM2-1--2075--2058","ssp585",0.2,0.36,0,94,0.3,79,85,99.24,0,0.2,0.1,0.2,19.5818877808476,5058
"ssp585--CNRM-ESM2-1--2075--2059","ssp585",0.22,0.6,0,111,0.1,64,70,81.84,0,0,0.2,0.05,18.8873806698342,5059
"ssp585--CNRM-ESM2-1--2075--2060","ssp585",0.38,0.62,0,105,0.1,78,84,85.96,0,0,0,0.25,19.1094176342707,5060
"ssp585--CNRM-ESM2-1--2075--2061","ssp585",0.37,0.67,0,102,0.1,58,87,84.23,0,0,0.3,0.3,18.8093333493614,5061
"ssp585--CNRM-ESM2-1--2075--2062","ssp585",0.31,0.36,0,83,0.4,42,48,74.95,0.2,0,0.1,0.15,17.3368820487763,5062
"ssp585--CNRM-ESM2-1--2075--2063","ssp585",0.29,0.46,0,106,0.1,60,66,80.08,0,0.2,0.5,0.5,19.1374307286541,5063
"ssp585--CNRM-ESM2-1--2075--2064","ssp585",0.3,0.81,0,104,0.1,42,49,71.06,0.3,0.1,0.2,0.3,17.9090267828475,5064
"ssp585--CNRM-ESM2-1--2075--2065","ssp585",0.32,0.5,0,94,0,51,65,84.07,0,0.2,0.2,0.15,19.0278087081579,5065
"ssp585--CNRM-ESM2-1--2075--2066","ssp585",0.21,0.86,0,98,0.2,74,80,94.57,0,0.2,0.2,0.45,19.3908840748752,5066
"ssp585--CNRM-ESM2-1--2075--2067","ssp585",0.3,0.43,0,98,0,64,70,81.64,0.1,0,0.3,0.1,19.1297044368658,5067
"ssp585--CNRM-ESM2-1--2075--2068","ssp585",0.39,0.75,0,102,0,73,79,93.29,0.4,0.2,0.3,0.1,18.9808371564076,5068
"ssp585--CNRM-ESM2-1--2075--2069","ssp585",0.33,0.48,0,101,0.1,68,74,88.47,0,0.2,0.2,0.7,18.8151308995292,5069
"ssp585--CNRM-ESM2-1--2075--2070","ssp585",0.24,0.36,0,102,0.1,42,52,73.97,0.2,0.1,0.2,0.25,17.5276956889388,5070
"ssp585--CNRM-ESM2-1--2075--2071","ssp585",0.17,0.47,0,103,0.2,50,56,77.9,0,0,0.2,0.25,17.9258655746441,5071
"ssp585--CNRM-ESM2-1--2075--2072","ssp585",0.06,0.51,0,108,0.2,58,64,75.73,0.1,0,0.2,0.05,18.2545341897698,5072
"ssp585--CNRM-ESM2-1--2075--2073","ssp585",0.45,0.3,0,106,0.1,76,82,86.36,0,0.1,0.5,0.25,19.5427764873417,5073
"ssp585--CNRM-ESM2-1--2075--2074","ssp585",0.32,0.49,0,108,0,42,48,66.97,0.7,0.1,0.2,0,16.778600991164,5074
"ssp585--CNRM-ESM2-1--2075--2075","ssp585",0.21,0.42,0,84,0.5,53,59,75.79,0,0.1,0.3,0.2,18.4829565543823,5075
"ssp585--CNRM-ESM2-1--2075--2076","ssp585",0.26,0.43,0,95,0.1,52,58,81.61,0.3,0.1,0.4,0.35,17.6259112007895,5076
"ssp585--CNRM-ESM2-1--2075--2077","ssp585",0.21,0.45,0,104,0.3,60,66,88.86,0,0,0.3,0.65,18.5982961058309,5077
"ssp585--CNRM-ESM2-1--2075--2078","ssp585",0.23,0.36,0,106,0.1,68,74,89.98,0,0,0.4,0.05,19.0025110249863,5078
"ssp585--CNRM-ESM2-1--2075--2079","ssp585",0.19,0.35,0,101,0.4,48,54,74.31,0,0.1,0,0.55,18.9457864981199,5079
"ssp585--CNRM-ESM2-1--2075--2080","ssp585",0.42,0.65,0,107,0,83,89,92.01,0,0.2,0.1,0.3,19.2248521324515,5080
"ssp585--CNRM-ESM2-1--2075--2081","ssp585",0.23,0.24,0,109,0.1,72,78,90.77,0.1,0.3,0.2,0.05,18.06917694495,5081
"ssp585--CNRM-ESM2-1--2075--2082","ssp585",0.25,0.33,0,97,0.5,42,64,69.45,0,0,0.1,0.1,19.0079848344233,5082
"ssp585--CNRM-ESM2-1--2075--2083","ssp585",0.38,0.62,0,101,0,44,68,73.27,0.1,0.2,0.1,0,17.6536391280023,5083
"ssp585--CNRM-ESM2-1--2075--2084","ssp585",0.33,0.82,0,101,0,42,91,73.7,0,0.1,0.1,0.15,19.28983318184,5084
"ssp585--CNRM-ESM2-1--2075--2085","ssp585",0.52,0.71,0,109,0,77,84,93.22,0.1,0.3,0.2,0.3,19.1766090964093,5085
"ssp585--CNRM-ESM2-1--2075--2086","ssp585",0.31,0.44,0,100,0.4,80,86,100.02,0,0,0.1,0.4,19.7023044531902,5086
"ssp585--CNRM-ESM2-1--2075--2087","ssp585",0.23,0.67,0,99,0.3,70,76,88.09,0,0,0,0.05,18.5855904435797,5087
"ssp585--CNRM-ESM2-1--2075--2088","ssp585",0.17,0.21,0,103,0.1,82,88,100.27,0,0,0.1,0.25,19.583058670984,5088
"ssp585--CNRM-ESM2-1--2075--2089","ssp585",0.31,0.33,0,103,0,62,86,88.12,0,0,0.2,0,18.6216953854147,5089
"ssp585--CNRM-ESM2-1--2075--2090","ssp585",0.23,1,0,110,0.1,81,87,96.68,0,0,0,0,19.4721247990848,5090
"ssp585--CNRM-ESM2-1--2075--2091","ssp585",0.25,0.3,0,106,0.1,72,78,93.87,0,0.1,0.1,0,18.7689160781816,5091
"ssp585--CNRM-ESM2-1--2075--2092","ssp585",0.23,0.71,0,109,0.2,43,60,68.47,0.1,0.1,0.2,0.25,18.5502046971903,5092
"ssp585--CNRM-ESM2-1--2075--2093","ssp585",0.38,0.68,0,109,0.2,58,72,75.04,0.3,0.2,0.3,0.5,17.4096078573323,5093
"ssp585--CNRM-ESM2-1--2075--2094","ssp585",0.33,0.56,0,103,0.1,64,77,90.1,0,0,0.4,0.2,19.4494570956795,5094
"ssp585--CNRM-ESM2-1--2075--2095","ssp585",0.36,0.72,0,116,0.1,49,55,72.15,0.6,0.1,0.2,0.2,16.8626753019381,5095
"ssp585--CNRM-ESM2-1--2075--2096","ssp585",0.13,0.53,0,100,0.2,42,48,58.16,0,0.1,0.2,0,17.3983254603501,5096
"ssp585--CNRM-ESM2-1--2075--2097","ssp585",0.12,0.56,0,99,0,62,75,82.44,0,0.1,0.3,0,18.438789889615,5097
"ssp585--CNRM-ESM2-1--2075--2098","ssp585",0.36,0.49,0,95,0.1,58,69,82.69,0.1,0.1,0.3,0.45,18.8452428345698,5098
"ssp585--CNRM-ESM2-1--2075--2099","ssp585",0.48,0.77,0,93,0.4,74,80,97.38,0,0,0.2,0.25,19.4550783552309,5099
"ssp585--CNRM-ESM2-1--2075--2100","ssp585",0.32,0.4,0,99,0.2,74,86,92.39,0,0.1,0.3,0,19.1821492958165,5100
"ssp585--EC-Earth3-CC--2075--2001","ssp585",0.41,0.28,0,102,0.2,42,48,67.19,0.1,0.1,0.1,0.35,18.2413643709696,5101
"ssp585--EC-Earth3-CC--2075--2002","ssp585",0.33,0.57,0,95,0,42,48,73.59,0.1,0,0,0.1,18.5098177373106,5102
"ssp585--EC-Earth3-CC--2075--2003","ssp585",0.17,0.36,0.2,105,0,42,67,72.9,0.1,0,0.5,0.4,18.2390979357175,5103
"ssp585--EC-Earth3-CC--2075--2004","ssp585",0.46,0.46,0,112,0.1,59,66,70.93,0.2,0,0,0.15,18.5018446656717,5104
"ssp585--EC-Earth3-CC--2075--2005","ssp585",0.18,0.34,0,105,0,52,58,77.49,0.1,0.1,0,0.2,18.3337838834042,5105
"ssp585--EC-Earth3-CC--2075--2006","ssp585",0.24,0.53,0,113,0,45,51,72.85,0.3,0.2,0.5,0.35,18.1009123660033,5106
"ssp585--EC-Earth3-CC--2075--2007","ssp585",0.18,0.37,0,105,0.1,42,48,76.05,0.3,0.1,0.3,0.05,17.7007719297946,5107
"ssp585--EC-Earth3-CC--2075--2008","ssp585",0.41,0.61,0,99,0.4,45,51,66.84,0.1,0,0.3,0.7,18.5623477301767,5108
"ssp585--EC-Earth3-CC--2075--2009","ssp585",0.24,0.61,0,113,0.4,47,65,78.87,0,0.1,0,0.35,19.4195393540782,5109
"ssp585--EC-Earth3-CC--2075--2010","ssp585",0.51,0.51,0,105,0.2,46,70,78.1,0.4,0,0.1,0,18.003862666327,5110
"ssp585--EC-Earth3-CC--2075--2011","ssp585",0.28,0.6,0,106,0,42,57,66.91,0.1,0.1,0,0.5,18.6969636088067,5111
"ssp585--EC-Earth3-CC--2075--2012","ssp585",0.21,0.88,0,116,0,60,66,84.75,0.1,0.1,0.2,0.15,18.2996056220788,5112
"ssp585--EC-Earth3-CC--2075--2013","ssp585",0.48,0.45,0,101,0.3,58,64,72.55,0,0,0.1,0,18.0567943626964,5113
"ssp585--EC-Earth3-CC--2075--2014","ssp585",0.3,0.62,0,97,0,42,48,67.76,0.2,0,0.1,0.45,17.5753945825364,5114
"ssp585--EC-Earth3-CC--2075--2015","ssp585",0.54,0.68,0,98,0.4,55,61,74.63,0,0,0.3,0.1,18.4075186082574,5115
"ssp585--EC-Earth3-CC--2075--2016","ssp585",0.25,0.65,0,117,0.1,44,50,66.58,0,0.1,0.2,0.25,18.6066060895206,5116
"ssp585--EC-Earth3-CC--2075--2017","ssp585",0.19,0.65,0,102,0.2,45,67,70.01,0.1,0,0.1,0.1,18.5919622695745,5117
"ssp585--EC-Earth3-CC--2075--2018","ssp585",0.1,0.88,0,115,0,56,62,80.89,0,0,0.3,0.15,18.8387563487626,5118
"ssp585--EC-Earth3-CC--2075--2019","ssp585",0.17,0.58,0,103,0.2,54,60,74.88,0.2,0.1,0.1,0,18.5259891549262,5119
"ssp585--EC-Earth3-CC--2075--2020","ssp585",0.35,0.61,0,99,0.1,50,75,77.71,0.1,0,0.1,0.2,19.4797838113014,5120
"ssp585--EC-Earth3-CC--2075--2021","ssp585",0.25,0.59,0,107,0.1,60,66,74.02,0,0,0.2,0.6,19.4113136630106,5121
"ssp585--EC-Earth3-CC--2075--2022","ssp585",0.18,0.48,0,110,0.1,42,71,76.98,0,0,0.1,0.55,18.7180162133779,5122
"ssp585--EC-Earth3-CC--2075--2023","ssp585",0.42,0.38,0,108,0,42,48,67.02,0.3,0,0.3,0.2,18.2396226846481,5123
"ssp585--EC-Earth3-CC--2075--2024","ssp585",0.27,0.54,0,106,0,44,50,75.31,0,0,0.4,0.15,19.0193437375252,5124
"ssp585--EC-Earth3-CC--2075--2025","ssp585",0.11,0.33,0,103,0,53,62,73.02,0,0.1,0.1,0.55,18.5314478918364,5125
"ssp585--EC-Earth3-CC--2075--2026","ssp585",0.37,0.5,0,120,0.3,51,57,79.13,0,0.1,0.1,0.2,19.5856368177702,5126
"ssp585--EC-Earth3-CC--2075--2027","ssp585",0.25,0.22,0,101,0.1,65,71,91.75,0,0,0.2,0.4,19.5452737260525,5127
"ssp585--EC-Earth3-CC--2075--2028","ssp585",0.55,0.74,0,111,0.1,53,68,76.73,0,0.1,0.1,0.35,19.2564035449947,5128
"ssp585--EC-Earth3-CC--2075--2029","ssp585",0.3,0.53,0,92,0.1,43,49,72.9,0,0,0.1,0.2,18.9739896702314,5129
"ssp585--EC-Earth3-CC--2075--2030","ssp585",0.15,0.51,0,106,0.2,44,50,74.44,0,0.2,0.3,0.7,18.7475279559802,5130
"ssp585--EC-Earth3-CC--2075--2031","ssp585",0.33,0.53,0,107,0,46,52,73.36,0.1,0,0.1,0,17.4933869306272,5131
"ssp585--EC-Earth3-CC--2075--2032","ssp585",0.49,0.66,0.2,110,0.1,58,64,84.23,0,0,0.1,0,19.1339244342077,5132
"ssp585--EC-Earth3-CC--2075--2033","ssp585",0.26,0.51,0,108,0.1,69,76,85.3,0,0,0,0,18.8696936085318,5133
"ssp585--EC-Earth3-CC--2075--2034","ssp585",0.29,0.44,0,104,0.1,52,58,73.34,0,0.1,0,0.6,19.0195112534885,5134
"ssp585--EC-Earth3-CC--2075--2035","ssp585",0.25,0.41,0,108,0.3,52,58,75.65,0.5,0,0,0.25,17.4836270724564,5135
"ssp585--EC-Earth3-CC--2075--2036","ssp585",0.11,0.69,0,96,0.3,62,68,84.1,0,0,0.1,0.05,18.8218101555382,5136
"ssp585--EC-Earth3-CC--2075--2037","ssp585",0.12,0.65,0,100,0.35,42,77,67.92,0,0.1,0.1,0.45,18.2243821272066,5137
"ssp585--EC-Earth3-CC--2075--2038","ssp585",0.47,0.67,0,104,0.1,42,48,68.2,0,0,0.2,0.15,18.7007185636471,5138
"ssp585--EC-Earth3-CC--2075--2039","ssp585",0.38,0.69,0,104,0,42,57,69.8,0.1,0,0.3,0.5,17.8576287849152,5139
"ssp585--EC-Earth3-CC--2075--2040","ssp585",0.18,0.47,0,102,0,42,49,73.45,0.3,0,0.1,0.15,17.9132953380231,5140
"ssp585--EC-Earth3-CC--2075--2041","ssp585",0.29,0.79,0,118,0.1,42,50,61.51,0,0.1,0,0.2,18.3198817227587,5141
"ssp585--EC-Earth3-CC--2075--2042","ssp585",0.3,0.54,0,110,0,56,62,83.79,0,0.1,0.3,0.1,19.3730846107355,5142
"ssp585--EC-Earth3-CC--2075--2043","ssp585",0.36,0.52,0,106,0.2,55,80,83.16,0,0,0.1,0.25,18.973947676181,5143
"ssp585--EC-Earth3-CC--2075--2044","ssp585",0.36,0.53,0,111,0.1,60,76,83.79,0,0,0,0.15,19.0606404071083,5144
"ssp585--EC-Earth3-CC--2075--2045","ssp585",0.22,0.7,0,115,0.1,60,76,82.57,0,0,0.2,0.05,18.8851458591119,5145
"ssp585--EC-Earth3-CC--2075--2046","ssp585",0.39,0.88,0,114,0.8,54,60,77.83,0,0,0,0.25,19.1929603120364,5146
"ssp585--EC-Earth3-CC--2075--2047","ssp585",0.37,0.54,0,105,0.2,62,79,90.66,0,0.1,0.2,0.2,18.5783833553736,5147
"ssp585--EC-Earth3-CC--2075--2048","ssp585",0.37,0.71,0,93,0,59,65,86.84,0,0,0.2,0.5,18.7675322371119,5148
"ssp585--EC-Earth3-CC--2075--2049","ssp585",0.06,0.55,0,102,0,62,68,90.18,0,0,0,0.3,19.2849490536413,5149
"ssp585--EC-Earth3-CC--2075--2050","ssp585",0.37,0.35,0,99,0.2,43,50,64.99,0.1,0,0.1,0.05,16.9375973826953,5150
"ssp585--EC-Earth3-CC--2075--2051","ssp585",0.43,0.6,0,103,0.1,42,52,64.15,0,0.2,0.1,0.3,18.5493290133176,5151
"ssp585--EC-Earth3-CC--2075--2052","ssp585",0,0.36,0,114,0,47,53,73.75,0,0,0.1,0,18.7549587386911,5152
"ssp585--EC-Earth3-CC--2075--2053","ssp585",0.2,0.48,0.3,117,0,56,62,79.94,0,0,0.2,0.2,18.7319128888359,5153
"ssp585--EC-Earth3-CC--2075--2054","ssp585",0.16,0.5,0.2,105,0.2,56,62,82.97,0,0,0.2,0.45,18.9490533702104,5154
"ssp585--EC-Earth3-CC--2075--2055","ssp585",0.38,0.41,0.25,99,0.2,56,62,76.91,0,0,0,0.25,18.7400874555534,5155
"ssp585--EC-Earth3-CC--2075--2056","ssp585",0.34,0.71,0,113,0,42,75,70.13,0,0.2,0,0,19.4209452211823,5156
"ssp585--EC-Earth3-CC--2075--2057","ssp585",0.36,0.59,0,119,0.1,42,52,70.05,0.2,0.2,0,0.2,18.466158439419,5157
"ssp585--EC-Earth3-CC--2075--2058","ssp585",0.25,0.36,0,94,0.1,42,71,73.21,0,0.2,0.1,0.1,19.4779494206491,5158
"ssp585--EC-Earth3-CC--2075--2059","ssp585",0.22,0.57,0,112,0.1,62,68,81.86,0,0,0.2,0,19.150095607357,5159
"ssp585--EC-Earth3-CC--2075--2060","ssp585",0.38,0.65,0,111,0,65,75,80.47,0,0,0,0.2,19.0947601142204,5160
"ssp585--EC-Earth3-CC--2075--2061","ssp585",0.37,0.65,0,100,0.1,58,75,85.25,0,0,0.2,0.2,18.5206192743653,5161
"ssp585--EC-Earth3-CC--2075--2062","ssp585",0.31,0.32,0,89,0.4,42,48,76.05,0.1,0,0,0.05,17.8158943698256,5162
"ssp585--EC-Earth3-CC--2075--2063","ssp585",0.29,0.49,0,109,0.1,60,66,80.73,0,0.1,0.3,0.45,19.5145855610096,5163
"ssp585--EC-Earth3-CC--2075--2064","ssp585",0.3,0.82,0,106,0.1,42,48,70.07,0.2,0.1,0.2,0.15,18.388704803485,5164
"ssp585--EC-Earth3-CC--2075--2065","ssp585",0.32,0.41,0,89,0,50,63,82.96,0,0.2,0.2,0,19.0982242594727,5165
"ssp585--EC-Earth3-CC--2075--2066","ssp585",0.21,0.83,0,99,0.2,74,80,93.92,0,0.2,0.1,0.45,19.4543779895193,5166
"ssp585--EC-Earth3-CC--2075--2067","ssp585",0.31,0.43,0,106,0,63,69,77.88,0,0,0.3,0.05,19.4613426236715,5167
"ssp585--EC-Earth3-CC--2075--2068","ssp585",0.4,0.8,0,106,0,66,73,87.72,0.2,0.1,0.3,0.05,19.1544661703645,5168
"ssp585--EC-Earth3-CC--2075--2069","ssp585",0.33,0.55,0,104,0.1,68,74,86.87,0,0.1,0.2,0.7,19.1998134232722,5169
"ssp585--EC-Earth3-CC--2075--2070","ssp585",0.24,0.36,0,105,0.1,42,52,72.67,0,0,0.2,0.25,18.0422514769708,5170
"ssp585--EC-Earth3-CC--2075--2071","ssp585",0.17,0.59,0,104,0.2,49,55,78.7,0,0,0,0.05,18.3994895434097,5171
"ssp585--EC-Earth3-CC--2075--2072","ssp585",0.06,0.51,0,107,0.2,57,63,73.71,0,0,0.1,0.05,18.6885306479766,5172
"ssp585--EC-Earth3-CC--2075--2073","ssp585",0.45,0.41,0,110,0.1,75,81,85.6,0,0.1,0.3,0.25,19.3956807402311,5173
"ssp585--EC-Earth3-CC--2075--2074","ssp585",0.32,0.52,0,110,0,42,48,63.32,0.2,0,0,0,17.1756088315478,5174
"ssp585--EC-Earth3-CC--2075--2075","ssp585",0.21,0.23,0,89,0.5,51,57,74.29,0,0.1,0.3,0.2,18.8664190718607,5175
"ssp585--EC-Earth3-CC--2075--2076","ssp585",0.26,0.48,0,97,0.2,51,57,83.07,0.1,0,0.1,0.2,17.9321199805126,5176
"ssp585--EC-Earth3-CC--2075--2077","ssp585",0.21,0.3,0,109,0.3,59,65,87.34,0,0.1,0.3,0.6,18.7567215919264,5177
"ssp585--EC-Earth3-CC--2075--2078","ssp585",0.23,0.37,0,111,0.1,66,72,87.61,0,0,0.4,0,19.3294349649359,5178
"ssp585--EC-Earth3-CC--2075--2079","ssp585",0.19,0.5,0,103,0.2,48,54,72.77,0,0.1,0,0.45,19.4302307323446,5179
"ssp585--EC-Earth3-CC--2075--2080","ssp585",0.42,0.56,0,110,0,79,85,91.47,0,0.1,0,0.3,19.3734135704765,5180
"ssp585--EC-Earth3-CC--2075--2081","ssp585",0.23,0.18,0,112,0.2,44,70,73.2,0.1,0.3,0.2,0,18.5617956082204,5181
"ssp585--EC-Earth3-CC--2075--2082","ssp585",0.28,0.33,0,101,0.25,42,62,69.74,0,0,0,0.05,19.2306580457778,5182
"ssp585--EC-Earth3-CC--2075--2083","ssp585",0.38,0.63,0,104,0,43,53,73.46,0,0.1,0,0,17.5134800183482,5183
"ssp585--EC-Earth3-CC--2075--2084","ssp585",0.33,0.84,0,105,0,42,76,71.68,0,0.1,0.1,0.1,18.4365337352804,5184
"ssp585--EC-Earth3-CC--2075--2085","ssp585",0.52,0.65,0,111,0,42,79,71.52,0.1,0.2,0.2,0.35,19.078558793891,5185
"ssp585--EC-Earth3-CC--2075--2086","ssp585",0.31,0.58,0,105,0.4,47,80,76.63,0,0,0.1,0.25,19.9828043584361,5186
"ssp585--EC-Earth3-CC--2075--2087","ssp585",0.23,0.7,0,97,0.3,69,75,86.5,0,0,0,0.05,18.9200753426239,5187
"ssp585--EC-Earth3-CC--2075--2088","ssp585",0.17,0.34,0,109,0.1,51,75,77.6,0,0,0.1,0.2,19.0942821290733,5188
"ssp585--EC-Earth3-CC--2075--2089","ssp585",0.31,0.45,0,106,0,62,68,88.39,0,0,0.1,0,17.8494260955906,5189
"ssp585--EC-Earth3-CC--2075--2090","ssp585",0.23,0.91,0,111,0.1,68,80,87.58,0,0,0,0,19.3440738009431,5190
"ssp585--EC-Earth3-CC--2075--2091","ssp585",0.25,0.23,0,106,0.1,72,78,95.17,0,0,0,0,19.1313970278355,5191
"ssp585--EC-Earth3-CC--2075--2092","ssp585",0.23,0.66,0,114,0.2,43,59,64.4,0,0.1,0.2,0.1,18.871555589207,5192
"ssp585--EC-Earth3-CC--2075--2093","ssp585",0.38,0.67,0,109,0.2,57,70,72.78,0.2,0.2,0.2,0.4,17.61899851583,5193
"ssp585--EC-Earth3-CC--2075--2094","ssp585",0.33,0.58,0,105,0.1,61,70,88.49,0,0,0.2,0,19.3131329403903,5194
"ssp585--EC-Earth3-CC--2075--2095","ssp585",0.36,0.48,0,116,0.1,49,55,72.26,0.2,0.1,0.2,0.15,17.2575454609748,5195
"ssp585--EC-Earth3-CC--2075--2096","ssp585",0.13,0.53,0,102,0.2,42,48,58.86,0,0.1,0.2,0,17.8841002867533,5196
"ssp585--EC-Earth3-CC--2075--2097","ssp585",0.17,0.61,0,101,0,55,63,75.75,0,0,0.1,0,18.3855736163307,5197
"ssp585--EC-Earth3-CC--2075--2098","ssp585",0.41,0.52,0,101,0.1,57,66,81.48,0,0,0.2,0.25,18.8198634707083,5198
"ssp585--EC-Earth3-CC--2075--2099","ssp585",0.48,0.86,0,94,0.3,42,72,73.38,0,0,0.2,0.25,19.4460852538353,5199
"ssp585--EC-Earth3-CC--2075--2100","ssp585",0.32,0.58,0,102,0.2,60,67,82.4,0,0.1,0.2,0,18.8164757751613,5200
"ssp585--EC-Earth3-Veg-LR--2075--2001","ssp585",0.36,0.41,0,104,0.1,42,48,66.06,0.1,0.1,0,0.4,18.4646080835338,5201
"ssp585--EC-Earth3-Veg-LR--2075--2002","ssp585",0.33,0.35,0,96,0,42,48,73.45,0.1,0,0,0.15,18.7751646997189,5202
"ssp585--EC-Earth3-Veg-LR--2075--2003","ssp585",0.12,0.52,0,104,0.1,42,55,74.57,0.1,0,0.4,0.4,18.0136291656444,5203
"ssp585--EC-Earth3-Veg-LR--2075--2004","ssp585",0.46,0.49,0,113,0.1,59,65,73.69,0.1,0,0,0.2,18.5655681868416,5204
"ssp585--EC-Earth3-Veg-LR--2075--2005","ssp585",0.18,0.36,0,105,0.1,51,57,74.5,0,0.1,0,0.25,18.5213410903847,5205
"ssp585--EC-Earth3-Veg-LR--2075--2006","ssp585",0.24,0.81,0,109,0.2,42,48,70.38,0.2,0.1,0.3,0.35,18.2151364910702,5206
"ssp585--EC-Earth3-Veg-LR--2075--2007","ssp585",0.18,0.54,0,105,0.1,42,48,75.05,0.1,0.1,0.3,0.1,17.7677782792413,5207
"ssp585--EC-Earth3-Veg-LR--2075--2008","ssp585",0.42,0.6,0,97,0.4,44,50,67.19,0.1,0,0.3,0.7,18.8454737912522,5208
"ssp585--EC-Earth3-Veg-LR--2075--2009","ssp585",0.23,0.65,0,109,0.4,44,60,77.7,0,0.1,0.1,0.35,19.4123146212394,5209
"ssp585--EC-Earth3-Veg-LR--2075--2010","ssp585",0.51,0.25,0,108,0.2,45,69,77.35,0.4,0,0.1,0,18.0215984407607,5210
"ssp585--EC-Earth3-Veg-LR--2075--2011","ssp585",0.28,0.56,0,105,0,42,52,65.97,0.1,0.1,0,0.5,18.6830946876329,5211
"ssp585--EC-Earth3-Veg-LR--2075--2012","ssp585",0.21,0.87,0,116,0.1,59,65,85.16,0.1,0.1,0.2,0.2,18.3994444878014,5212
"ssp585--EC-Earth3-Veg-LR--2075--2013","ssp585",0.48,0.45,0,98,0.3,54,60,68.26,0,0,0.1,0,18.2150661110713,5213
"ssp585--EC-Earth3-Veg-LR--2075--2014","ssp585",0.26,0.6,0,95,0.1,42,48,66.68,0.2,0,0,0.45,17.8837257904854,5214
"ssp585--EC-Earth3-Veg-LR--2075--2015","ssp585",0.54,0.57,0,97,0.8,51,57,71.71,0,0,0.3,0.15,18.5593238373011,5215
"ssp585--EC-Earth3-Veg-LR--2075--2016","ssp585",0.2,0.53,0,116,0.2,42,48,65.2,0,0.1,0.3,0.35,18.8116185369749,5216
"ssp585--EC-Earth3-Veg-LR--2075--2017","ssp585",0.19,0.71,0,99,0.1,44,50,70,0.5,0,0.1,0.2,17.8424212666832,5217
"ssp585--EC-Earth3-Veg-LR--2075--2018","ssp585",0.1,0.77,0,115,0,56,62,81.79,0,0,0.3,0.15,18.9092319883748,5218
"ssp585--EC-Earth3-Veg-LR--2075--2019","ssp585",0.17,0.4,0,102,0.2,42,50,65.29,0.1,0.1,0.1,0.05,18.3337208594362,5219
"ssp585--EC-Earth3-Veg-LR--2075--2020","ssp585",0.34,0.38,0,97,0.2,49,55,76.67,0.1,0,0.1,0.25,18.5399332577331,5220
"ssp585--EC-Earth3-Veg-LR--2075--2021","ssp585",0.25,0.57,0,106,0.1,59,65,72.53,0,0,0.1,0.65,19.4751175214469,5221
"ssp585--EC-Earth3-Veg-LR--2075--2022","ssp585",0.18,0.38,0,109,0.1,42,71,75.83,0,0,0.1,0.6,18.7036650409137,5222
"ssp585--EC-Earth3-Veg-LR--2075--2023","ssp585",0.42,0.4,0,104,0,42,48,68.59,0.3,0,0.2,0.25,18.3859343592391,5223
"ssp585--EC-Earth3-Veg-LR--2075--2024","ssp585",0.26,0.42,0,106,0,43,49,74.08,0,0,0.4,0.15,19.3195033998292,5224
"ssp585--EC-Earth3-Veg-LR--2075--2025","ssp585",0.11,0.56,0,105,0,49,55,72.17,0,0.3,0.1,0.6,18.4876508809874,5225
"ssp585--EC-Earth3-Veg-LR--2075--2026","ssp585",0.34,0.56,0,123,0.3,51,57,79.95,0,0.1,0.1,0.2,19.8464852820654,5226
"ssp585--EC-Earth3-Veg-LR--2075--2027","ssp585",0.14,0.36,0,100,0,63,69,90.71,0,0,0.2,0.4,19.5464099515343,5227
"ssp585--EC-Earth3-Veg-LR--2075--2028","ssp585",0.55,0.83,0,111,0.2,52,60,74.65,0.1,0.2,0.1,0.4,18.8344127496976,5228
"ssp585--EC-Earth3-Veg-LR--2075--2029","ssp585",0.3,0.62,0.25,93,0.2,43,49,73.31,0,0,0.2,0.2,19.1381132165775,5229
"ssp585--EC-Earth3-Veg-LR--2075--2030","ssp585",0.15,0.45,0,105,0.2,43,49,74.38,0,0.2,0.3,0.75,18.9223670760142,5230
"ssp585--EC-Earth3-Veg-LR--2075--2031","ssp585",0.33,0.56,0,106,0,45,51,71.05,0.1,0,0.1,0.05,17.6053616626717,5231
"ssp585--EC-Earth3-Veg-LR--2075--2032","ssp585",0.52,0.55,0,108,0.1,58,64,81.62,0,0.1,0.1,0,19.2093979518113,5232
"ssp585--EC-Earth3-Veg-LR--2075--2033","ssp585",0.3,0.67,0,110,0.1,67,73,85.91,0,0,0,0,18.8621784553285,5233
"ssp585--EC-Earth3-Veg-LR--2075--2034","ssp585",0.29,0.32,0,101,0.1,52,58,71.75,0,0,0,0.6,19.1253114231335,5234
"ssp585--EC-Earth3-Veg-LR--2075--2035","ssp585",0.26,0.4,0,107,0.3,49,55,74.33,0.1,0,0.1,0.25,17.7347909317749,5235
"ssp585--EC-Earth3-Veg-LR--2075--2036","ssp585",0.11,0.57,0,95,0.6,62,68,84.5,0,0,0.1,0.05,18.7566742870137,5236
