"","ssp","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"ssp585--EC-Earth3-Veg-LR--2075--2037","ssp585",0.12,0.58,0,101,0.45,42,75,67.32,0,0.2,0.1,0.45,18.3010189746614,5237
"ssp585--EC-Earth3-Veg-LR--2075--2038","ssp585",0.49,0.65,0,105,0.2,42,48,67.03,0,0,0.2,0.2,18.9689862140481,5238
"ssp585--EC-Earth3-Veg-LR--2075--2039","ssp585",0.39,0.38,0,106,0,42,51,69.61,0.1,0,0.2,0.55,17.9401863671657,5239
"ssp585--EC-Earth3-Veg-LR--2075--2040","ssp585",0.18,0.4,0,100,0,42,48,74.13,0.1,0,0.1,0.3,18.1118543139544,5240
"ssp585--EC-Earth3-Veg-LR--2075--2041","ssp585",0.29,0.74,0,115,0,42,48,62.15,0,0.2,0,0.25,18.523779931622,5241
"ssp585--EC-Earth3-Veg-LR--2075--2042","ssp585",0.3,0.58,0,109,0,55,61,81.65,0,0.2,0.3,0.1,19.5759842599563,5242
"ssp585--EC-Earth3-Veg-LR--2075--2043","ssp585",0.37,0.56,0,105,0.2,55,71,83.41,0,0,0.1,0.3,18.6234982425408,5243
"ssp585--EC-Earth3-Veg-LR--2075--2044","ssp585",0.42,0.69,0,111,0.3,58,71,81.95,0,0.1,0,0.15,19.0445881151366,5244
"ssp585--EC-Earth3-Veg-LR--2075--2045","ssp585",0.21,0.64,0,115,0.3,59,74,80.75,0,0,0.2,0.05,18.9714757513815,5245
"ssp585--EC-Earth3-Veg-LR--2075--2046","ssp585",0.37,0.95,0,115,0.7,53,59,76.05,0,0,0.1,0.25,19.3290700095108,5246
"ssp585--EC-Earth3-Veg-LR--2075--2047","ssp585",0.32,0.43,0,101,0.4,60,66,88.85,0.1,0.1,0.2,0.25,18.0553026101351,5247
"ssp585--EC-Earth3-Veg-LR--2075--2048","ssp585",0.4,0.76,0,91,0.1,53,59,83.25,0,0,0.3,0.55,18.9146774801055,5248
"ssp585--EC-Earth3-Veg-LR--2075--2049","ssp585",0.06,0.64,0,100,0,61,67,89.07,0,0,0.1,0.3,19.4231124180013,5249
"ssp585--EC-Earth3-Veg-LR--2075--2050","ssp585",0.32,0.32,0,99,0.4,42,48,64.95,0.1,0,0.1,0.05,17.2365974416697,5250
"ssp585--EC-Earth3-Veg-LR--2075--2051","ssp585",0.37,0.43,0,103,0.1,42,48,62.71,0,0.2,0.1,0.3,18.7010772059353,5251
"ssp585--EC-Earth3-Veg-LR--2075--2052","ssp585",0,0.39,0,113,0,47,53,74.21,0,0,0.1,0,18.918398367102,5252
"ssp585--EC-Earth3-Veg-LR--2075--2053","ssp585",0.15,0.65,0.2,120,0,56,62,78.83,0,0,0.2,0.3,18.8527689506787,5253
"ssp585--EC-Earth3-Veg-LR--2075--2054","ssp585",0.16,0.41,0,102,0.2,45,57,74.48,0,0,0.1,0.55,18.9680691685019,5254
"ssp585--EC-Earth3-Veg-LR--2075--2055","ssp585",0.29,0.49,0.25,100,0.2,42,57,66.37,0,0,0,0.35,18.7227282491436,5255
"ssp585--EC-Earth3-Veg-LR--2075--2056","ssp585",0.28,0.4,0,114,0,42,72,69.38,0,0.2,0,0,19.3181717222658,5256
"ssp585--EC-Earth3-Veg-LR--2075--2057","ssp585",0.36,0.7,0,118,0.1,42,48,72.06,0.2,0.2,0,0.3,18.6182206184682,5257
"ssp585--EC-Earth3-Veg-LR--2075--2058","ssp585",0.2,0.39,0,95,0.3,42,48,72.42,0,0.2,0.1,0.2,18.4006670368814,5258
"ssp585--EC-Earth3-Veg-LR--2075--2059","ssp585",0.15,0.63,0,109,0.1,53,60,72.72,0,0,0.2,0.1,19.0950705738196,5259
"ssp585--EC-Earth3-Veg-LR--2075--2060","ssp585",0.39,0.63,0,107,0.1,64,70,79.94,0,0,0,0.2,18.9083340538907,5260
"ssp585--EC-Earth3-Veg-LR--2075--2061","ssp585",0.37,0.53,0,103,0.1,57,67,84.84,0,0,0.2,0.25,18.2489309633257,5261
"ssp585--EC-Earth3-Veg-LR--2075--2062","ssp585",0.36,0.4,0,88,0.4,42,48,76.1,0.1,0,0,0.1,18.1300731033823,5262
"ssp585--EC-Earth3-Veg-LR--2075--2063","ssp585",0.29,0.36,0,107,0.1,59,65,79.1,0,0.2,0.2,0.5,19.4418648261962,5263
"ssp585--EC-Earth3-Veg-LR--2075--2064","ssp585",0.3,0.86,0,106,0.2,42,48,72.49,0,0.1,0.2,0.25,18.5853786990452,5264
"ssp585--EC-Earth3-Veg-LR--2075--2065","ssp585",0.32,0.54,0,94,0.2,48,54,81.46,0,0.1,0.1,0.05,18.7888386454851,5265
"ssp585--EC-Earth3-Veg-LR--2075--2066","ssp585",0.21,0.85,0,100,0.2,74,80,95.5,0,0.2,0.2,0.45,19.404405644601,5266
"ssp585--EC-Earth3-Veg-LR--2075--2067","ssp585",0.24,0.43,0,105,0.1,46,61,66.11,0,0,0.3,0.05,19.4312987068645,5267
"ssp585--EC-Earth3-Veg-LR--2075--2068","ssp585",0.39,0.75,0,105,0,56,68,81.21,0.3,0.2,0.3,0.05,19.1238758344351,5268
"ssp585--EC-Earth3-Veg-LR--2075--2069","ssp585",0.24,0.62,0,103,0.1,67,73,87.2,0,0.1,0.2,0.7,19.1835408998468,5269
"ssp585--EC-Earth3-Veg-LR--2075--2070","ssp585",0.24,0.38,0,106,0.1,42,48,71.1,0,0,0.2,0.3,18.1058339016654,5270
"ssp585--EC-Earth3-Veg-LR--2075--2071","ssp585",0.17,0.47,0,101,0.3,49,55,76.75,0,0,0,0.05,18.4461134123551,5271
"ssp585--EC-Earth3-Veg-LR--2075--2072","ssp585",0.06,0.51,0,108,0.2,57,63,74.44,0,0,0.1,0.05,18.7922189489618,5272
"ssp585--EC-Earth3-Veg-LR--2075--2073","ssp585",0.44,0.42,0,110,0.1,57,78,74.61,0,0.1,0.4,0.25,19.5720048537992,5273
"ssp585--EC-Earth3-Veg-LR--2075--2074","ssp585",0.37,0.49,0,110,0,42,48,63.81,0.2,0,0.1,0,17.456634760476,5274
"ssp585--EC-Earth3-Veg-LR--2075--2075","ssp585",0.26,0.33,0,85,0.6,50,56,74.15,0,0.1,0.2,0.2,19.0403842486797,5275
"ssp585--EC-Earth3-Veg-LR--2075--2076","ssp585",0.26,0.44,0,96,0.1,51,57,82.11,0,0,0.2,0.35,18.1193011927923,5276
"ssp585--EC-Earth3-Veg-LR--2075--2077","ssp585",0.21,0.55,0,107,0.2,57,63,86.62,0,0,0.2,0.6,18.9503978068164,5277
"ssp585--EC-Earth3-Veg-LR--2075--2078","ssp585",0.23,0.36,0,108,0.1,63,69,87.58,0,0,0.4,0,19.4802143416575,5278
"ssp585--EC-Earth3-Veg-LR--2075--2079","ssp585",0.19,0.49,0,105,0.4,48,54,74.89,0,0,0,0.45,19.704989155332,5279
"ssp585--EC-Earth3-Veg-LR--2075--2080","ssp585",0.42,0.64,0,110,0,67,73,81.77,0,0.2,0.1,0.3,18.7936499242502,5280
"ssp585--EC-Earth3-Veg-LR--2075--2081","ssp585",0.23,0.24,0,112,0.1,42,48,71.99,0.2,0.3,0.2,0,17.5721120756465,5281
"ssp585--EC-Earth3-Veg-LR--2075--2082","ssp585",0.25,0.42,0,99,0.5,42,61,69.81,0,0,0,0.1,19.2658453120927,5282
"ssp585--EC-Earth3-Veg-LR--2075--2083","ssp585",0.38,0.62,0,103,0,42,48,72.7,0,0.1,0,0,17.5477398470743,5283
"ssp585--EC-Earth3-Veg-LR--2075--2084","ssp585",0.37,0.76,0,105,0,42,48,72.94,0.5,0.1,0.1,0.15,16.7637818929644,5284
"ssp585--EC-Earth3-Veg-LR--2075--2085","ssp585",0.56,0.71,0,113,0,42,77,69.41,0.1,0.3,0.2,0.4,19.0106308403633,5285
"ssp585--EC-Earth3-Veg-LR--2075--2086","ssp585",0.31,0.52,0,103,0.5,42,48,72.9,0,0,0.1,0.35,18.1802610975618,5286
"ssp585--EC-Earth3-Veg-LR--2075--2087","ssp585",0.23,0.63,0,100,0.3,69,75,84.95,0,0,0,0.15,19.0046730650243,5287
"ssp585--EC-Earth3-Veg-LR--2075--2088","ssp585",0.12,0.21,0,110,0.1,50,59,77.69,0,0,0.1,0.25,18.4063037786214,5288
"ssp585--EC-Earth3-Veg-LR--2075--2089","ssp585",0.32,0.44,0,105,0,61,67,86.62,0,0,0.2,0,18.0255236140315,5289
"ssp585--EC-Earth3-Veg-LR--2075--2090","ssp585",0.19,1,0,114,0.1,48,69,71.95,0,0,0,0,19.0079181099253,5290
"ssp585--EC-Earth3-Veg-LR--2075--2091","ssp585",0.18,0.3,0,107,0.1,67,73,92.68,0,0,0,0.05,19.105711177551,5291
"ssp585--EC-Earth3-Veg-LR--2075--2092","ssp585",0.23,0.74,0,112,0.1,42,56,65.46,0,0.1,0.2,0.15,19.0243446140257,5292
"ssp585--EC-Earth3-Veg-LR--2075--2093","ssp585",0.33,0.83,0,110,0.2,57,63,72.22,0.2,0.2,0.1,0.45,17.4689078917418,5293
"ssp585--EC-Earth3-Veg-LR--2075--2094","ssp585",0.33,0.52,0,106,0.1,55,61,85.72,0,0,0.2,0.05,19.1465866608566,5294
"ssp585--EC-Earth3-Veg-LR--2075--2095","ssp585",0.36,0.51,0,119,0.1,48,54,71.05,0.2,0.1,0.2,0.2,17.4565228413459,5295
"ssp585--EC-Earth3-Veg-LR--2075--2096","ssp585",0.13,0.53,0,101,0.2,42,48,57.35,0,0.1,0.2,0,18.0054647992358,5296
"ssp585--EC-Earth3-Veg-LR--2075--2097","ssp585",0.12,0.6,0,100,0,53,60,74.58,0,0,0.2,0.05,18.5883063386542,5297
"ssp585--EC-Earth3-Veg-LR--2075--2098","ssp585",0.36,0.49,0,96,0,55,61,81.2,0,0,0.3,0.4,18.8132085318789,5298
"ssp585--EC-Earth3-Veg-LR--2075--2099","ssp585",0.47,0.8,0,94,0.45,42,66,72.96,0,0,0.1,0.25,19.372325729462,5299
"ssp585--EC-Earth3-Veg-LR--2075--2100","ssp585",0.32,0.56,0,101,0.3,56,62,77.51,0,0.2,0.2,0.05,18.6979457623671,5300
"ssp585--FGOALS-g3--2075--2001","ssp585",0.36,0.24,0,90,0.2,43,49,67.56,0.1,0.3,0,0.3,18.5216014923889,5301
"ssp585--FGOALS-g3--2075--2002","ssp585",0.29,0.23,0,90,0.1,43,49,73.25,0.1,0.1,0,0.05,18.6312133339011,5302
"ssp585--FGOALS-g3--2075--2003","ssp585",0.12,0.22,0.2,96,0.1,64,70,93.05,0.1,0.1,0.3,0.45,18.6763534628183,5303
"ssp585--FGOALS-g3--2075--2004","ssp585",0.46,0.31,0,103,0.1,60,67,77.67,0.2,0.1,0,0.15,18.6580398915016,5304
"ssp585--FGOALS-g3--2075--2005","ssp585",0.12,0.2,0,100,0.1,52,58,76.2,0.1,0.2,0,0.2,18.4254539191406,5305
"ssp585--FGOALS-g3--2075--2006","ssp585",0.24,0.36,0,106,0.35,50,63,77.4,0.3,0.3,0.4,0.35,18.5451497149309,5306
"ssp585--FGOALS-g3--2075--2007","ssp585",0.18,0,0,92,0.2,42,48,75.68,0.5,0.2,0.3,0.1,17.7886866376872,5307
"ssp585--FGOALS-g3--2075--2008","ssp585",0.41,0.46,0,86,0.6,46,52,69.15,0.1,0.3,0.3,0.7,18.6562479517814,5308
"ssp585--FGOALS-g3--2075--2009","ssp585",0.19,0.37,0,98,0.6,63,69,90.41,0,0.4,0,0.35,19.6895503296513,5309
"ssp585--FGOALS-g3--2075--2010","ssp585",0.5,0.24,0,97,0.2,47,76,80.46,0.4,0,0.1,0,18.3705293963149,5310
"ssp585--FGOALS-g3--2075--2011","ssp585",0.28,0.36,0,81,0.1,42,75,64.17,0,0.3,0,0.45,19.6675613479252,5311
"ssp585--FGOALS-g3--2075--2012","ssp585",0.21,0.38,0,109,0.2,60,66,86.49,0.1,0.3,0.2,0.15,18.5913147481169,5312
"ssp585--FGOALS-g3--2075--2013","ssp585",0.46,0.28,0,90,0.3,62,68,76.2,0,0,0.1,0,18.3763431559759,5313
"ssp585--FGOALS-g3--2075--2014","ssp585",0.2,0.2,0,82,0.1,42,51,69.54,0.2,0.1,0.1,0.45,17.7736388428406,5314
"ssp585--FGOALS-g3--2075--2015","ssp585",0.46,0.24,0,90,0.9,57,63,78.11,0,0.1,0.2,0.1,18.6327462626255,5315
"ssp585--FGOALS-g3--2075--2016","ssp585",0.2,0.22,0,114,0.2,45,51,67.79,0,0.4,0.2,0.3,18.5510741985422,5316
"ssp585--FGOALS-g3--2075--2017","ssp585",0.13,0.5,0,96,0.2,69,75,85.96,0.1,0.1,0.1,0.15,18.9439652442771,5317
"ssp585--FGOALS-g3--2075--2018","ssp585",0.1,0.77,0,112,0,57,63,84.08,0,0.1,0.3,0.15,19.0739745066815,5318
"ssp585--FGOALS-g3--2075--2019","ssp585",0.17,0.33,0,97,0.3,54,60,78.95,0.2,0.2,0.1,0,18.395016007091,5319
"ssp585--FGOALS-g3--2075--2020","ssp585",0.28,0.21,0,80,0.25,75,82,93.38,0,0.1,0.1,0.2,19.79039974833,5320
"ssp585--FGOALS-g3--2075--2021","ssp585",0.18,0.2,0,100,0.2,60,66,74.33,0,0,0.2,0.65,19.4676715515121,5321
"ssp585--FGOALS-g3--2075--2022","ssp585",0.18,0.45,0,108,0.1,42,72,77.1,0,0,0.1,0.55,18.8067845895568,5322
"ssp585--FGOALS-g3--2075--2023","ssp585",0.42,0.2,0,103,0,43,49,71.73,0.4,0.5,0.3,0.2,18.2434081462514,5323
"ssp585--FGOALS-g3--2075--2024","ssp585",0.26,0.41,0,105,0,44,50,75.83,0,0.4,0.3,0.15,19.2424117020567,5324
"ssp585--FGOALS-g3--2075--2025","ssp585",0.11,0.39,0,96,0,53,62,74.32,0,0.5,0.1,0.55,18.6916160485558,5325
"ssp585--FGOALS-g3--2075--2026","ssp585",0.34,0.21,0,112,0.3,55,61,83,0,0.1,0.1,0.2,19.748414234127,5326
"ssp585--FGOALS-g3--2075--2027","ssp585",0.14,0.13,0,79,0.1,65,71,90.05,0,0.3,0.2,0.4,19.5247817996216,5327
"ssp585--FGOALS-g3--2075--2028","ssp585",0.51,0.48,0,103,0.2,68,74,85.35,0,0.2,0.1,0.4,19.6546316625093,5328
"ssp585--FGOALS-g3--2075--2029","ssp585",0.3,0.54,0.25,80,0.3,47,53,76.09,0,0.1,0.1,0.2,19.1256157626208,5329
"ssp585--FGOALS-g3--2075--2030","ssp585",0.15,0.11,0,102,0.2,45,51,74.16,0,0.4,0.3,0.7,18.8769395664638,5330
"ssp585--FGOALS-g3--2075--2031","ssp585",0.28,0.33,0,98,0.3,47,77,75.55,0,0,0.1,0.05,18.9293824436578,5331
"ssp585--FGOALS-g3--2075--2032","ssp585",0.44,0.12,0.2,97,0.1,59,65,83.24,0,0.1,0.1,0,19.0863014508005,5332
"ssp585--FGOALS-g3--2075--2033","ssp585",0.25,0.5,0,99,0.1,69,76,86.41,0,0.3,0,0,19.1818521064529,5333
"ssp585--FGOALS-g3--2075--2034","ssp585",0.22,0.24,0,93,0.1,53,59,72.14,0,0.4,0,0.6,19.145073720682,5334
"ssp585--FGOALS-g3--2075--2035","ssp585",0.25,0.33,0,102,0.4,53,59,78.8,0.4,0.2,0,0.25,17.7951631427825,5335
"ssp585--FGOALS-g3--2075--2036","ssp585",0.11,0.33,0,89,0.7,63,69,85.86,0,0,0.1,0.05,18.8631529104795,5336
"ssp585--FGOALS-g3--2075--2037","ssp585",0.06,0.22,0,92,0.45,42,77,68.78,0,0.4,0.1,0.45,18.4150149920348,5337
"ssp585--FGOALS-g3--2075--2038","ssp585",0.47,0.27,0,99,0.2,42,48,71.48,0,0.1,0.2,0.15,18.8472310033177,5338
"ssp585--FGOALS-g3--2075--2039","ssp585",0.38,0.3,0,99,0,57,63,81.66,0.1,0.4,0.3,0.5,18.1125547189204,5339
"ssp585--FGOALS-g3--2075--2040","ssp585",0.12,0.36,0,92,0.1,47,53,77.75,0.4,0.2,0.1,0.15,17.9449989179771,5340
"ssp585--FGOALS-g3--2075--2041","ssp585",0.26,0.41,0,109,0.1,42,53,64.2,0,0.3,0,0.2,18.4782362729884,5341
"ssp585--FGOALS-g3--2075--2042","ssp585",0.24,0.15,0,106,0.2,57,63,81.69,0,0.2,0.3,0.1,19.477360406292,5342
"ssp585--FGOALS-g3--2075--2043","ssp585",0.29,0.6,0,101,0.3,56,81,85.28,0,0.1,0.1,0.25,19.3084457716618,5343
"ssp585--FGOALS-g3--2075--2044","ssp585",0.36,0.24,0,103,0.3,73,79,90.24,0,0.2,0,0.15,19.4273111439496,5344
"ssp585--FGOALS-g3--2075--2045","ssp585",0.21,0.4,0,114,0.3,61,77,83.12,0,0,0.2,0.05,19.0619892870367,5345
"ssp585--FGOALS-g3--2075--2046","ssp585",0.37,0.53,0,106,0.8,57,64,78.27,0,0.1,0,0.3,19.5906353347622,5346
"ssp585--FGOALS-g3--2075--2047","ssp585",0.24,0.49,0,93,0.5,62,76,90.13,0,0.1,0.2,0.25,18.5509992877791,5347
"ssp585--FGOALS-g3--2075--2048","ssp585",0.35,0.42,0,87,0.2,60,66,85.13,0,0,0.2,0.5,18.9131278034267,5348
"ssp585--FGOALS-g3--2075--2049","ssp585",0.06,0.15,0,92,0.1,62,68,88.79,0,0.2,0,0.3,19.4398720530655,5349
"ssp585--FGOALS-g3--2075--2050","ssp585",0.29,0,0,86,0.5,47,82,70.26,0.1,0,0.1,0.05,18.429429325122,5350
"ssp585--FGOALS-g3--2075--2051","ssp585",0.31,0.23,0,93,0.1,42,56,66.53,0,0.2,0.1,0.3,18.6033095465715,5351
"ssp585--FGOALS-g3--2075--2052","ssp585",0,0.14,0,99,0,48,54,78.1,0,0.1,0,0,19.1757843934548,5352
"ssp585--FGOALS-g3--2075--2053","ssp585",0.15,0,0.3,108,0.1,57,63,81.03,0,0,0.2,0.2,18.8343656472431,5353
"ssp585--FGOALS-g3--2075--2054","ssp585",0.16,0.26,0,91,0.4,57,63,83.54,0,0,0.2,0.4,18.9263936640133,5354
"ssp585--FGOALS-g3--2075--2055","ssp585",0.26,0.11,0.2,88,0.2,61,67,79.47,0,0.1,0,0.25,18.8946853760361,5355
"ssp585--FGOALS-g3--2075--2056","ssp585",0.26,0.13,0,108,0.1,42,77,73.71,0,0.2,0,0,19.5245199784479,5356
"ssp585--FGOALS-g3--2075--2057","ssp585",0.36,0.32,0,109,0.3,55,65,81.42,0.2,0.7,0,0.2,19.0305134212311,5357
"ssp585--FGOALS-g3--2075--2058","ssp585",0.2,0.11,0,90,0.3,72,78,93.79,0,0.2,0.1,0.1,19.9611485401828,5358
"ssp585--FGOALS-g3--2075--2059","ssp585",0.15,0.21,0,104,0.3,62,68,81.64,0,0,0.2,0.1,19.4377793095296,5359
"ssp585--FGOALS-g3--2075--2060","ssp585",0.38,0.29,0,99,0.1,65,71,79.99,0,0.1,0,0.2,19.2083091277165,5360
"ssp585--FGOALS-g3--2075--2061","ssp585",0.28,0.27,0,93,0.1,58,75,83.35,0,0,0.2,0.2,18.7469406941959,5361
"ssp585--FGOALS-g3--2075--2062","ssp585",0.25,0.27,0,73,0.4,42,48,74.11,0.1,0.1,0,0.05,17.8815600029374,5362
"ssp585--FGOALS-g3--2075--2063","ssp585",0.17,0.31,0,101,0.1,60,66,79.27,0,0.3,0.3,0.45,19.673403475123,5363
"ssp585--FGOALS-g3--2075--2064","ssp585",0.3,0.45,0,101,0.2,43,50,73.3,0.2,0.2,0.2,0.2,18.5466070910218,5364
"ssp585--FGOALS-g3--2075--2065","ssp585",0.26,0.25,0,74,0.3,51,65,83.12,0,0.2,0.2,0,19.3617748057801,5365
"ssp585--FGOALS-g3--2075--2066","ssp585",0.21,0.53,0,93,0.2,74,80,93.21,0,0.2,0.1,0.45,19.2916363425264,5366
"ssp585--FGOALS-g3--2075--2067","ssp585",0.24,0.33,0,93,0.1,63,69,82.04,0,0.1,0.3,0.05,19.6892459149714,5367
"ssp585--FGOALS-g3--2075--2068","ssp585",0.39,0.53,0,96,0.35,66,73,88.56,0.2,0.4,0.3,0,19.2830635680062,5368
"ssp585--FGOALS-g3--2075--2069","ssp585",0.19,0.4,0,99,0.2,68,74,88.82,0,0.2,0.2,0.7,19.4143740942796,5369
"ssp585--FGOALS-g3--2075--2070","ssp585",0.23,0.37,0,101,0.1,42,52,74.11,0,0.2,0.2,0.25,18.2926912229093,5370
"ssp585--FGOALS-g3--2075--2071","ssp585",0.17,0.5,0,91,0.3,50,56,76.63,0,0,0,0.05,18.5683608628641,5371
"ssp585--FGOALS-g3--2075--2072","ssp585",0.06,0.22,0,102,0.2,58,64,78.74,0,0,0.1,0.1,19.001443272752,5372
"ssp585--FGOALS-g3--2075--2073","ssp585",0.43,0.24,0,99,0.3,75,81,86.94,0,0.2,0.3,0.25,19.6488697506656,5373
"ssp585--FGOALS-g3--2075--2074","ssp585",0.31,0.21,0,99,0,42,48,67.84,0.3,0.2,0,0,17.2717069165722,5374
"ssp585--FGOALS-g3--2075--2075","ssp585",0.16,0,0,78,0.7,53,59,77.46,0,0.1,0.2,0.2,19.1075822813749,5375
"ssp585--FGOALS-g3--2075--2076","ssp585",0.26,0.23,0,86,0.2,52,58,81.39,0.1,0.3,0.1,0.2,17.99758870424,5376
"ssp585--FGOALS-g3--2075--2077","ssp585",0.21,0.23,0,95,0.4,59,65,86.9,0,0.2,0.2,0.55,18.9672808361791,5377
"ssp585--FGOALS-g3--2075--2078","ssp585",0.17,0.21,0,99,0.2,67,73,88.64,0,0.1,0.4,0,19.3217539341728,5378
"ssp585--FGOALS-g3--2075--2079","ssp585",0.19,0.1,0,97,0.55,48,54,75.83,0,0.2,0,0.45,19.6415898871232,5379
"ssp585--FGOALS-g3--2075--2080","ssp585",0.35,0.26,0,101,0.1,79,85,90.1,0,0.2,0,0.3,19.5037633072283,5380
"ssp585--FGOALS-g3--2075--2081","ssp585",0.23,0.1,0.2,96,0.2,70,76,91.19,0.1,0.3,0.2,0,18.774645376229,5381
"ssp585--FGOALS-g3--2075--2082","ssp585",0.25,0.1,0,95,0.5,42,63,70.97,0,0.2,0,0.05,19.1495134551857,5382
"ssp585--FGOALS-g3--2075--2083","ssp585",0.38,0.36,0,93,0,45,66,76.45,0,0.2,0,0,18.3573701735292,5383
"ssp585--FGOALS-g3--2075--2084","ssp585",0.33,0.36,0,100,0,76,89,96.22,0,0.1,0.1,0.15,19.2197932267359,5384
"ssp585--FGOALS-g3--2075--2085","ssp585",0.47,0.42,0,104,0.1,75,81,92.27,0.1,0.3,0.1,0.35,19.2949996141883,5385
"ssp585--FGOALS-g3--2075--2086","ssp585",0.31,0.33,0,94,0.5,79,85,99.26,0,0,0.1,0.35,19.8172563388711,5386
"ssp585--FGOALS-g3--2075--2087","ssp585",0.22,0.51,0,92,0.4,69,75,86.82,0,0.1,0,0.1,19.2937826788128,5387
"ssp585--FGOALS-g3--2075--2088","ssp585",0.12,0.1,0,96,0.1,59,80,84.82,0,0.1,0.1,0.2,19.3647854383132,5388
"ssp585--FGOALS-g3--2075--2089","ssp585",0.31,0.21,0,91,0,62,68,88.28,0,0,0.1,0,18.115303299221,5389
"ssp585--FGOALS-g3--2075--2090","ssp585",0.11,0.67,0,110,0.2,68,79,87.29,0,0.1,0,0,19.5509901293996,5390
"ssp585--FGOALS-g3--2075--2091","ssp585",0.18,0,0,98,0.1,68,75,91.48,0,0.2,0,0.05,19.3476798033354,5391
"ssp585--FGOALS-g3--2075--2092","ssp585",0.23,0.25,0,108,0.3,59,65,82.31,0,0.1,0.2,0.15,19.2711336157237,5392
"ssp585--FGOALS-g3--2075--2093","ssp585",0.28,0.24,0,99,0.2,58,71,74.46,0.2,0.2,0.2,0.4,17.9571668875341,5393
"ssp585--FGOALS-g3--2075--2094","ssp585",0.28,0.48,0,102,0.1,61,69,86.99,0,0.1,0.2,0.05,19.6003524963718,5394
"ssp585--FGOALS-g3--2075--2095","ssp585",0.36,0.45,0,110,0.1,50,56,73.88,0.2,0.4,0.1,0.15,17.405501022073,5395
"ssp585--FGOALS-g3--2075--2096","ssp585",0.08,0.21,0,94,0.2,42,48,59.83,0,0.2,0.2,0,17.9245028781069,5396
"ssp585--FGOALS-g3--2075--2097","ssp585",0.12,0.25,0,92,0,56,64,77.47,0,0.1,0.1,0.05,18.6121972040257,5397
"ssp585--FGOALS-g3--2075--2098","ssp585",0.36,0.23,0,93,0.2,58,68,82.68,0,0.1,0.2,0.25,19.0927970114529,5398
"ssp585--FGOALS-g3--2075--2099","ssp585",0.41,0.41,0,86,0.45,68,75,93.35,0,0.1,0.1,0.25,19.6000649834085,5399
"ssp585--FGOALS-g3--2075--2100","ssp585",0.29,0.22,0,88,0.3,61,68,81.74,0.1,0.2,0.2,0.05,19.059193113392,5400
"ssp585--FIO-ESM-2-0--2075--2001","ssp585",0.36,0.38,0,96,0.2,42,48,69.79,0.1,0.3,0,0.55,18.5208358225423,5401
"ssp585--FIO-ESM-2-0--2075--2002","ssp585",0.33,0.21,0,91,0.1,42,48,72.26,0.1,0.4,0,0.15,18.9310205704909,5402
"ssp585--FIO-ESM-2-0--2075--2003","ssp585",0.12,0.37,0,101,0.1,42,55,75.22,0.1,0.3,0.4,0.45,18.3015978808189,5403
"ssp585--FIO-ESM-2-0--2075--2004","ssp585",0.46,0.46,0,109,0.1,59,65,73.89,0.2,0.2,0,0.2,18.9543352250634,5404
"ssp585--FIO-ESM-2-0--2075--2005","ssp585",0.18,0.23,0,100,0.1,51,57,77.4,0.1,0.4,0,0.55,18.7020026080996,5405
"ssp585--FIO-ESM-2-0--2075--2006","ssp585",0.24,0.58,0,105,0.2,42,48,72.43,0.3,0.4,0.3,0.7,18.1180649644086,5406
"ssp585--FIO-ESM-2-0--2075--2007","ssp585",0.18,0.3,0,101,0.2,42,48,74.66,0.2,0.2,0.3,0.15,17.9487810192765,5407
"ssp585--FIO-ESM-2-0--2075--2008","ssp585",0.41,0.6,0,93,0.5,44,50,66.58,0.1,0.5,0.3,1,18.8308155856526,5408
"ssp585--FIO-ESM-2-0--2075--2009","ssp585",0.19,0.48,0,101,0.5,45,61,77.1,0,0.5,0.1,0.6,19.5023360168139,5409
"ssp585--FIO-ESM-2-0--2075--2010","ssp585",0.5,0.24,0,104,0.2,45,69,78.12,0.4,0.1,0.1,0.05,17.9539883454508,5410
"ssp585--FIO-ESM-2-0--2075--2011","ssp585",0.28,0.43,0,97,0,42,53,67.12,0.1,0.6,0,0.55,18.6929901044911,5411
"ssp585--FIO-ESM-2-0--2075--2012","ssp585",0.21,0.63,0,112,0.1,59,65,85.76,0.1,0.4,0.2,0.35,18.5475044010386,5412
"ssp585--FIO-ESM-2-0--2075--2013","ssp585",0.47,0.34,0,92,0.3,57,63,75.77,0,0.5,0.1,0,18.5005379143614,5413
"ssp585--FIO-ESM-2-0--2075--2014","ssp585",0.2,0.7,0,88,0.1,42,48,71.35,0.2,0.1,0,0.55,17.9787853780277,5414
"ssp585--FIO-ESM-2-0--2075--2015","ssp585",0.54,0.54,0,91,0.9,51,57,71.83,0,0.3,0.3,0.3,18.6383949345867,5415
"ssp585--FIO-ESM-2-0--2075--2016","ssp585",0.2,0.48,0,114,0.2,43,49,67.44,0,0.4,0.3,0.45,18.7069401572539,5416
"ssp585--FIO-ESM-2-0--2075--2017","ssp585",0.18,0.71,0,95,0.2,44,50,71.56,0.6,0.6,0.1,0.55,17.9666728069977,5417
"ssp585--FIO-ESM-2-0--2075--2018","ssp585",0.1,0.79,0,113,0,56,62,82.57,0,0.2,0.3,0.25,19.2788135992787,5418
